Date,Storage
2020-03-28,2.3641107355593705
2020-03-29,2.36408921456346
2020-03-30,2.3640861338722905
2020-03-31,2.366104524473188
2020-04-01,2.3728436272829567
2020-04-02,2.3778188678555625
2020-04-03,2.3779872769370773
2020-04-04,2.384357537845952
2020-04-05,2.3871222009174136
2020-04-06,2.3874542032759765
2020-04-07,2.390134063329768
2020-04-08,2.397079398083669
2020-04-09,2.394332865488185
2020-04-10,2.399427437581471
2020-04-11,2.3942423811533238
2020-04-12,2.384964286274691
2020-04-13,2.3849359207789043
2020-04-14,2.384959786032171
2020-04-15,2.39390666190205
2020-04-16,2.399600873357607
2020-04-17,2.400092643311655
2020-04-18,2.4025324738451874
2020-04-19,2.40270182679071
2020-04-20,2.4027187338389924
2020-04-21,2.4027313360695386
2020-04-22,2.4027582444553746
2020-04-23,2.402750865000309
2020-04-24,2.405855175303926
2020-04-25,2.408906149198043
2020-04-26,2.4094968716841936
2020-04-27,2.4095101152280187
2020-04-28,2.409524616429203
2020-04-29,2.4095427215248355
2020-04-30,2.409545556760201
2020-05-01,2.410977322804845
2020-05-02,2.412205992922989
2020-05-03,2.4122642258471587
2020-05-04,2.412384248351898
2020-05-05,2.4124528827601655
2020-05-06,2.4127038983133393
2020-05-07,2.4129027645171544
2020-05-08,2.4129916223778207
2020-05-09,2.4129800805068546
2020-05-10,2.412796736734001
2020-05-11,2.4127949210332496
2020-05-12,2.4128073398723413
2020-05-13,2.412820405263672
2020-05-14,2.417365675848042
2020-05-15,2.4176862401574364
2020-05-16,2.4174880851157163
2020-05-17,2.4179177803501566
2020-05-18,2.418058866079728
2020-05-19,2.418955907088093
2020-05-20,2.4200049295410277
2020-05-21,2.4198447674837045
2020-05-22,2.420333509177726
2020-05-23,2.420787560205321
2020-05-24,2.42104658692713
2020-05-25,2.4211613895937463
2020-05-26,2.4238223563410024
2020-05-27,2.4257642298318385
2020-05-28,2.4256598936214115
2020-05-29,2.4262852781914668
2020-05-30,2.426678735092153
2020-05-31,2.4281179166883198
2020-06-01,2.428248619561297
2020-06-02,2.428305388899618
2020-06-03,2.430111885803759
2020-06-04,2.4302855608124645
2020-06-05,2.4304327904470213
2020-06-06,2.4301511398794697
2020-06-07,2.430715471142321
2020-06-08,2.430800003176329
2020-06-09,2.431651247887122
2020-06-10,2.4308283072398034
2020-06-11,2.432156585444803
2020-06-12,2.432258382077109
2020-06-13,2.432311039833547
2020-06-14,2.432307899800475
2020-06-15,2.432322688018192
2020-06-16,2.432334353768318
2020-06-17,2.431805551870477
2020-06-18,2.430360933680478
2020-06-19,2.4276971379986203
2020-06-20,2.435499418679845
2020-06-21,2.4401431068183026
2020-06-22,2.4401807204370716
2020-06-23,2.441047150035674
2020-06-24,2.4411704206927327
2020-06-25,2.4419575671448435
2020-06-26,2.4057421564630603
2020-06-27,2.4022093920958776
2020-06-28,2.4022311116761963
2020-06-29,2.4008545853503165
2020-06-30,2.398477612375993
2020-07-01,2.3985331991988965
2020-07-02,2.3987745983103297
2020-07-03,2.3983404726122295
2020-07-04,2.3988692204556394
2020-07-05,2.3992986170034984
2020-07-06,2.3992986022566685
2020-07-07,2.3992979652691346
2020-07-08,2.399299261090022
2020-07-09,2.399335291109229
2020-07-10,2.399353641856174
2020-07-11,2.392348100630625
2020-07-12,2.3920447640310964
2020-07-13,2.392043895505776
2020-07-14,2.3920446429039997
2020-07-15,2.3916246214378956
2020-07-16,2.3914033033311872
2020-07-17,2.3914072980649914
2020-07-18,2.391408068731754
2020-07-19,2.391407822087058
2020-07-20,2.3914087052990873
2020-07-21,2.3914674207130804
2020-07-22,2.3915402482793273
2020-07-23,2.392017883233024
2020-07-24,2.3927998089369793
2020-07-25,2.3927994643892614
2020-07-26,2.392731774810872
2020-07-27,2.3930085886328825
2020-07-28,2.3930363539718704
2020-07-29,2.393039149738939
2020-07-30,2.3930873472077816
2020-07-31,2.393155297328485
2020-08-01,2.3956389786915677
2020-08-02,2.401092060890126
2020-08-03,2.4010918129031777
2020-08-04,2.401096981383954
2020-08-05,2.4010205940786467
2021-02-03,3.5322055909146237
2021-02-04,3.532457273199947
2021-02-05,3.533117957188127
2021-02-06,3.5373213470706513
2021-02-07,3.53815084728671
2021-02-08,3.5387893584246437
2021-02-09,3.5395371194126914
2021-02-10,3.539975848649111
2021-02-11,3.5399224549454322
2021-02-12,3.5502663080571906
2021-02-13,3.553645102250286
2021-02-14,3.557004384611112
2021-02-15,3.5574255263795034
2021-02-16,3.558299598811815
2021-02-17,3.5592738144254934
2021-02-18,3.5598395578511473
2021-02-19,3.5554161456930973
2021-02-20,3.538049481979882
2021-02-21,3.530820097833768
2021-02-22,3.531164010953055
2021-02-23,3.531693955945472
2021-02-24,3.5230870942404082
2021-02-25,3.5223724567841384
2021-02-26,3.5228924332005485
2021-02-27,3.5299348505705392
2021-02-28,3.5306511416358664
2021-03-01,3.531393364374526
2021-03-02,3.5319153072519436
2021-03-03,3.485217496675129
2021-03-04,3.472588697112062
2021-03-05,3.467887641202348
2021-03-06,3.471771444473416
2021-03-07,3.4510794063469534
2021-03-08,3.4537022007577534
2021-03-09,3.454780854859079
2021-03-10,3.4492163502895785
2021-03-11,3.4575046274216024
2021-03-12,3.4832502229570372
2021-03-13,3.500834135473188
2021-03-14,3.501613554288633
2021-03-15,3.502666989496599
2021-03-16,3.503332791400694
2021-03-17,3.5039429091460383
2021-03-18,3.505317387825602
2021-03-19,3.504246576573631
2021-03-20,3.5130531153481717
2021-03-21,3.5183588337127323
2021-03-22,3.520478172879666
2021-03-23,3.521663951400357
2021-03-24,3.524054145963035
2021-03-25,3.5291030898767843
2021-03-26,3.5307795098801664
2021-03-27,3.539291989968883
2021-03-28,3.540043553766898
2021-03-29,3.540552820456732
2021-03-30,3.5414678382764877
2021-03-31,3.5426803984446447
2021-04-01,3.5441758730112474
2021-04-02,3.541445068252721
2021-04-03,3.544951217750916
2021-04-04,3.5462597616172085
2021-04-05,3.547411321783956
2021-04-06,3.550012818910181
2021-04-07,3.5543371631013643
2021-04-08,3.5568838455998857
2021-04-09,3.559895170208377
2021-04-10,3.565653391420427
2021-04-11,3.568909189244732
2021-04-12,3.5696869827349915
2021-04-13,3.5702917138864803
2021-04-14,3.5734889048876033
2021-04-15,3.5746127935385124
2021-04-16,3.5775813614380443
2021-04-17,3.576639738171879
2021-04-18,3.5705728455343184
2021-04-19,3.5709892444071123
2021-04-20,3.5714303714913074
2021-04-21,3.5712031321703557
2021-04-22,3.5715943381259287
2021-04-23,3.56834790166295
2021-04-24,3.572485439976057
2021-04-25,3.5725468393363475
2021-04-26,3.5727012462189625
2021-04-27,3.5734150236291398
2021-04-28,3.5770162119521514
2021-04-29,3.57911388447629
2021-04-30,3.579524980869179
2021-05-01,3.5821124262874946
2021-05-02,3.5832073556009196
2021-05-03,3.583545274521155
2021-05-04,3.5854118372986292
2021-05-05,3.587290957852922
2021-05-06,3.587412364601537
2021-05-07,3.5860643514216433
2021-05-08,3.5851518216594638
2021-05-09,3.5877302406459215
2021-05-10,3.587771445700761
2021-05-11,3.5879249374063136
2021-05-12,3.5879523696886646
2021-05-13,3.588262107264664
2021-05-14,3.590377802441448
2021-05-15,3.634589708835335
2021-05-16,3.6346207322751134
2021-05-17,3.634707353807365
2021-05-18,3.633096071614677
2021-05-19,3.5427019085597578
2021-05-20,3.35068659364608
2021-05-21,3.4982342031318696
2021-05-22,3.511344122733162
2021-05-23,3.490171564461801
2021-05-24,3.3513227827709025
2021-05-25,3.351179776320027
2021-05-26,3.3526934403874393
2021-05-27,3.357264892083455
2021-05-28,3.3553510939547166
2021-05-29,3.357756889928822
2021-05-30,3.3579129444797418
2021-05-31,3.3579573415814794
2021-06-01,3.3580001814308122
2021-06-02,3.3580646118761424
2021-06-03,3.358202237934219
2021-06-04,3.355779420206737
2021-06-05,3.359016560800202
2021-06-06,3.3629245566756087
2021-06-07,3.362927056304869
2021-06-08,3.3630502475943
2021-06-09,3.366283995521911
2021-06-10,3.3675661088277904
2021-06-11,3.366637834841903
2021-06-12,3.374393487041299
2021-06-13,3.3743706450021516
2021-06-14,3.374361830699706
2021-06-15,3.3713941592386822
2021-06-16,3.3692806026484403
2021-06-17,3.3732451050257724
2021-06-18,3.383406703552679
2021-06-19,3.3949352746156767
2021-06-20,3.3954225155067874
2021-06-21,3.396877626079583
2021-06-22,3.399400519271795
2021-06-23,3.4001252012137604
2021-06-24,3.399802324806202
2021-06-25,3.401305257998131
2021-06-26,3.401712810775024
2021-06-27,3.4020536872403073
2021-06-28,3.3966424937661808
2021-06-29,3.3932605982654627
2021-06-30,3.3937505891417254
2021-07-01,3.3950653056433016
2021-07-02,3.396084020237645
2021-07-03,3.3915922667546607
2021-07-04,3.3884490615351948
2021-07-05,3.388520726577068
2021-07-06,3.3919658543283324
2021-07-07,3.3983270030003045
2021-07-08,3.3984031330017994
2021-07-09,3.398748989946519
2021-07-10,3.394688215282642
2021-07-11,3.39439877672121
2021-07-12,3.3947334518155974
2021-07-13,3.395110921592762
2021-07-14,3.397219839107452
2021-07-15,3.399203768082791
2021-07-16,3.4025929496658076
2021-07-17,3.4082846477179345
2021-07-18,3.4106196280206653
2021-07-19,3.4110520286701136
2021-07-20,3.4122430378967823
2021-07-21,3.417270403068202
2021-07-22,3.419840559624652
2021-07-23,3.4238387022245056
2021-07-24,3.425043810977325
2021-07-25,3.425370431267139
2021-07-26,3.4259296228609015
2021-07-27,3.426450121067292
2021-07-28,3.4267713138807774
2021-07-29,3.4280427081510423
2021-07-30,3.429472440201789
2021-07-31,3.4295907921726916
2021-08-01,3.4296301307441257
2021-08-02,3.4293722756664033
2021-08-03,3.42924681291398
2021-08-04,3.4295457589172718
2021-08-05,3.444301552515201
2021-08-06,3.454415225790365
2021-08-07,3.4572522714475378
2021-08-08,3.4626431205646244
2021-08-09,3.4645916593209316
2021-08-10,3.4652371658012275
2021-08-11,3.4657689015456983
2021-08-12,3.4664630237846055
2021-08-13,3.4673437490421177
2021-08-14,3.4712883827121312
2021-08-15,3.4721792491282235
2021-08-16,3.4723783231512817
2021-08-17,3.4725598032965705
2021-08-18,3.470579963775041
2021-08-19,3.473316763200866
2021-08-20,3.474350358841562
2021-08-21,3.474833775828248
2021-08-22,3.475338190581857
2021-08-23,3.475676927061027
2021-08-24,3.4768362375079764
2021-08-25,3.4785450807263802
2021-08-26,3.4789104562037174
2021-08-27,3.480644240505407
2021-08-28,3.48294907780709
2021-08-29,3.483250035737917
2021-08-30,3.4835402201404104
2021-08-31,3.4839212686030403
2021-09-01,3.4894957637595425
2021-09-02,3.4899341039816614
2021-09-03,3.4907399578295926
2021-09-04,3.49342521860316
2021-09-05,3.4939655764261257
2021-09-06,3.4960786586653234
2021-09-07,3.5005938356492186
2021-09-08,3.5010197880798613
2021-09-09,3.501636790168575
2021-09-10,3.503546288954439
2021-09-11,3.5043764386429554
2021-09-12,3.5052019078250005
2021-09-13,3.505915477992622
2021-09-14,3.506373641344167
2021-09-15,3.506798086507694
2021-09-16,3.506981351286931
2021-09-17,3.508271062271496
2021-09-18,3.509918425584005
2021-09-19,3.5144065073751674
2021-09-20,3.514687228777997
2021-09-21,3.514958894694293
2021-09-22,3.5184461662554427
2021-09-23,3.5273334692111584
2021-09-24,3.5290288060446513
2021-09-25,3.5372534482282827
2021-09-26,3.5490879384145417
2021-09-27,3.549300229799486
2021-09-28,3.554269887865694
2021-09-29,3.5632030756431137
2021-09-30,3.571981282125192
2021-10-01,3.5736482486654833
2021-10-02,3.5739955682730025
2021-10-03,3.5743100373014043
2021-10-04,3.5745531752403763
2021-10-05,3.577272175872457
2021-10-06,3.584154141071701
2021-10-07,3.585660214368599
2021-10-08,3.5915711615355344
2021-10-09,3.5918766321924824
2021-10-10,3.5926068460974077
2021-10-11,3.5936560918689127
2021-10-12,3.593884509761335
2021-10-13,3.594084066934711
2021-10-14,3.594705590842878
2021-10-15,3.5935262511630923
2021-10-16,3.593617894798
2021-10-17,3.5941536363197013
2021-10-18,3.594660111153671
2021-10-19,3.594972476422683
2021-10-20,3.594977237462687
2021-10-21,3.596236052138179
2021-10-22,3.598406399917178
2021-10-23,3.598889599639612
2021-10-24,3.598930755423175
2021-10-25,3.599241901903103
2021-10-26,3.5995483928644614
2021-10-27,3.597078764984488
2021-10-28,3.5942471238241223
2021-10-29,3.6110168019352753
2021-10-30,3.6177180059538743
2021-10-31,3.61766001072764
2021-11-01,3.6168989285774944
2021-11-02,3.6185185526187222
2021-11-03,3.62015449383503
2021-11-04,3.624928597220042
2021-11-05,3.6294099024988506
2021-11-06,3.630549434161124
2021-11-07,3.638050340020304
2021-11-08,3.6381216010811777
2021-11-09,3.639460164101587
2021-11-10,3.640930237952206
2021-11-11,3.643598994729109
2021-11-12,3.6478585588849253
2021-11-13,3.653596594257074
2021-11-14,3.656630560059825
2021-11-15,3.656729447976168
2021-11-16,3.6563053830681986
2021-11-17,3.6561271571916416
2021-11-18,3.6476663977425132
2021-11-19,3.647370170662179
2021-11-20,3.647366787534621
2021-11-21,3.6474986110374124
2021-11-22,3.647560193011951
2021-11-23,3.6476319146627145
2021-11-24,3.647623617882427
2021-11-25,3.6460297214565798
2021-11-26,3.647739818247242
2021-11-27,3.6484033109930656
2021-11-28,3.648467716564321
2021-11-29,3.6485463791578594
2021-11-30,3.6486493911025017
2021-12-01,3.6345391640439626
2021-12-02,3.6025075020268558
2021-12-03,3.6032854390071907
2021-12-04,3.603909500918558
2021-12-05,3.603919049065249
2021-12-06,3.6039662804583914
2021-12-07,3.6039825939702697
2022-03-26,3.628036491091614
2022-03-27,3.6282214429565807
2022-03-28,3.6283232131300287
2022-03-29,3.6291488452986984
2022-03-30,3.6335354525889096
2022-03-31,3.6388063116904554
2022-04-01,3.6429124616534896
2022-04-02,3.6463002795258674
2022-04-03,3.6462915356452057
2022-04-04,3.6464271685418983
2022-04-05,3.646376107905612
2022-04-06,3.6463690329170615
2022-04-07,3.6465433188334657
2022-04-08,3.647133655811625
2022-04-09,3.6482151759003667
2022-04-10,3.652811115489479
2022-04-11,3.65272980788119
2022-04-12,3.653477771903595
2022-04-13,3.6573526535583807
2022-04-14,3.6643744833784657
2022-04-15,3.6655819003056322
2022-04-16,3.665577189238846
2022-04-17,3.665664519673071
2022-04-18,3.6656978739132344
2022-04-19,3.665617911768559
2022-04-20,3.665621415298881
2022-04-21,3.665435620908694
2022-04-22,3.663141244548131
2022-04-23,3.6280406795079925
2022-04-24,3.628043265338918
2022-04-25,3.628045841378021
2022-04-26,3.6280448654252613
2022-04-27,3.625491228690199
2022-04-28,3.617973801408273
2022-04-29,3.619381405513181
2022-04-30,3.6194200572031723
2022-05-01,3.619466593094101
2022-05-02,3.61950794455716
2022-05-03,3.6195085861202747
2022-05-04,3.6224520815137864
2022-05-05,3.624834224199704
2022-05-06,3.635226351593587
2022-05-07,3.635800987018996
2022-05-08,3.6357410555636447
2022-05-09,3.635846187215712
2022-05-10,3.635821668911483
2022-05-11,3.6357087983301395
2022-05-12,3.6380122395913563
2022-05-13,3.6387103827109697
2022-05-14,3.638060482449968
2022-05-15,3.6396259448904953
2022-05-16,3.6396290671882325
2022-05-17,3.639792476046865
2022-05-18,3.641179918443474
2022-05-19,3.641399140982513
2022-05-20,3.641396841107591
2022-05-21,3.641451113398566
2022-05-22,3.6423469402904933
2022-05-23,3.64241810690146
2022-05-24,3.6424390067424004
2022-05-25,3.6438603960495026
2022-05-26,3.644101468877246
2022-05-27,3.645075338841761
2022-05-28,3.6444789856483806
2022-05-29,3.6439351029469877
2022-05-30,3.6439449820615764
2022-05-31,3.6439690376295606
2022-06-01,3.6440219923853876
2022-06-02,3.644021747515552
2022-06-03,3.6450802812720706
2022-06-04,3.6450951256556436
2022-06-05,3.6451263946481047
2022-06-06,3.6451410972771967
2022-06-07,3.645157229447634
2022-06-08,3.6452181229488585
2022-06-09,3.645382549492125
2022-06-10,3.6454575575707064
2022-06-11,3.6474654342849844
2022-06-12,3.6485952771449877
2022-06-13,3.6486401838793734
2022-06-14,3.6492652372508827
2022-06-15,3.6502077830748436
2022-06-16,3.652190098844262
2022-06-17,3.652590157202859
2022-06-18,3.652619643669782
2022-06-19,3.654512385333267
2022-06-20,3.654899259915369
2022-06-21,3.654917182439628
2022-06-22,3.6550809836118585
2022-06-23,3.6532747029870127
2022-06-24,3.6527189958323207
2022-06-25,3.652918628735635
2022-06-25,3.6527400422203646
2022-06-26,3.655383843118323
2022-06-27,3.6555461750263083
2022-06-28,3.655610690003561
2022-06-29,3.6558380097544356
2022-06-30,3.658711704522498
2022-07-01,3.659193270499398
2022-07-02,3.6600977604784104
2022-07-03,3.664767731752079
2022-07-04,3.6647731024491557
2022-07-05,3.6647420023695356
2022-07-06,3.664717976802797
2022-07-07,3.6647217930595932
2022-07-08,3.664736877079728
2022-07-09,3.6646331933535268
2022-07-10,3.6643333857124225
2022-07-11,3.6643253781798997
2022-07-12,3.6643350681784628
2022-07-13,3.6643844504941003
2022-07-14,3.66457480144267
2022-07-15,3.663650963256265
2022-07-16,3.6649658290093377
2022-07-17,3.672928465106911
2022-07-18,3.673527253205748
2022-07-19,3.673628438525622
2022-07-20,3.6736760847793706
2022-07-21,3.67375045508945
2022-07-22,3.6749283326427293
2022-07-23,3.6751469018191028
2022-07-24,3.6763563813160776
2022-07-25,3.676374310867323
2022-07-26,3.676377629499545
2022-07-27,3.6765058659227305
2022-07-28,3.6688951058524872
2022-07-29,3.6706640531140757
2022-07-30,3.671659607342196
2022-07-31,3.672747334473218
2022-08-01,3.67276705931747
2022-08-02,3.673583537889043
2022-08-03,3.6749496388040805
2022-08-04,3.6757416991086336
2022-08-05,3.676212722536846
2022-08-06,3.679601339805317
2022-08-07,3.6822751181804154
2022-08-08,3.6820239581944163
2022-08-09,3.6821208081174444
2022-08-10,3.6821410826633434
2022-08-11,3.682181051439401
2022-08-12,3.6825197820972195
2022-08-13,3.6825210971560876
2022-08-14,3.6825655294112467
2022-08-15,3.6825979982557886
2022-08-16,3.6836674051686322
2022-08-17,3.705563208028826
2022-08-18,3.711057191809057
2022-08-19,3.716286286459497
2022-08-20,3.7224812778085328
2022-08-21,3.7225169164149827
2022-08-22,3.722522392970248
2022-08-23,3.7225305266593214
2022-08-24,3.722285081620159
2022-08-25,3.7171903988166983
2022-08-26,3.717542994224921
2022-08-27,3.7156345082004276
2022-08-28,3.714543940342168
2022-08-29,3.7145473879623037
2022-08-30,3.7146157461692235
2022-08-31,3.715042681365798
2022-09-01,3.7150792845803524
2022-09-02,3.7150782960160185
2022-09-03,3.7160354692407767
2022-09-04,3.7162045670821624
2022-09-05,3.7162120826451766
2022-09-06,3.7162223393586826
2022-09-07,3.7162268394506115
2022-09-08,3.7162283366291384
2022-09-09,3.7161468364233223
2022-09-10,3.7150638255486355
2022-09-11,3.715062106547848
2022-09-12,3.715064011763401
2022-09-13,3.7150976735181644
2022-09-14,3.714773578317332
2022-09-15,3.71252693525326
2022-09-16,3.7133096754951973
2022-09-17,3.7132983578296646
2022-09-18,3.7133203733876825
2022-09-19,3.7133356641988433
2022-09-20,3.7133280557806705
2022-09-21,3.7133219144952765
2022-09-22,3.7136462241679307
2022-09-23,3.713768298015142
2022-09-24,3.713788819916015
2022-09-25,3.7133654593641188
2022-09-26,3.7134154626726543
2022-09-27,3.713526604104034
2022-09-28,3.7141891642818607
2022-09-29,3.7433659082488946
2022-09-30,3.808464578369705
2022-10-01,3.824601976575665
2022-10-02,3.8179747222060287
2022-10-03,3.8181274003000762
2022-10-04,3.8183536820352644
2022-10-05,3.818503919045155
2022-10-06,3.8189351655924946
2022-10-07,3.8193903247305565
2022-10-08,3.8198515135475333
2022-10-09,3.82008621706364
2022-10-10,3.820452596552461
2022-10-11,3.820880072046027
2022-10-12,3.8212844589414714
2022-10-13,3.8216695093078195
2022-10-14,3.822063925714631
2022-10-15,3.822411290213373
2022-10-16,3.822715829775265
2022-10-17,3.8230587182741087
2022-10-18,3.8234075872494944
2022-10-19,3.8237237353120466
2022-10-20,3.8240454398160733
2022-10-21,3.824417054274056
2022-10-22,3.824904270359537
2022-10-23,3.8161028588798542
2022-10-24,3.8163180004598494
2022-10-25,3.816641358705556
2022-10-26,3.816920354345715
2022-10-27,3.817291644367532
2022-10-28,3.817724724342706
2022-10-29,3.817982198998232
2022-10-30,3.818545750801803
2022-10-31,3.819232040463601
2022-11-01,3.819623385257488
2022-11-02,3.8228001484753675
2022-11-03,3.8217572267734625
2022-11-04,3.821549932151405
2022-11-05,3.821981421858528
2022-11-06,3.8219912960147573
2022-11-07,3.821991819985338
2022-11-08,3.8219923930228976
2022-11-09,3.8220266734431987
2022-11-10,3.822182467207312
2022-11-11,3.822285553805416
2022-11-12,3.822548027792747
2022-11-13,3.8260614779200184
2022-11-14,3.826177777474433
2022-11-15,3.8256066488306106
2022-11-16,3.824878107345053
2022-11-17,3.8250347406196337
2022-11-18,3.825186991578552
2022-11-19,3.8032404775953705
2022-11-20,3.803603812972205
2022-11-21,3.8036097667944246
2022-11-22,3.803615855487073
2022-11-23,3.804308520776093
2022-11-24,3.8048975730042898
2022-11-25,3.8051643685084393
2022-11-26,3.80530386758457
2022-11-27,3.805321895344836
2022-11-28,3.8053698425861855
2022-11-29,3.805404186337463
2022-11-30,3.8054036237864746
2022-12-01,3.805460414866935
2022-12-02,3.8072384003636097
2022-12-03,3.8077712043110585
2022-12-04,3.8075481964103717
2022-12-05,3.8077441336240754
2022-12-06,3.8080144336889776
2022-12-07,3.8039558073361945
2022-12-08,3.7982418224404686
2022-12-09,3.798102306339785
2022-12-10,3.798317837818261
2022-12-11,3.7984999975440474
2022-12-12,3.802099513960555
2022-12-13,3.80727383367005
2022-12-14,3.8077252349267265
2022-12-15,3.807906545014254
2022-12-16,3.808060665933158
2022-12-17,3.8054378238541045
2022-12-18,3.8107091657677996
2022-12-19,3.8107096185883407
2022-12-20,3.810709848124133
2022-12-21,3.8107133247867893
2022-12-22,3.810838195774044
2022-12-23,3.810890755452675
2022-12-24,3.810877515219503
2022-12-25,3.810882857918677
2022-12-26,3.8108784386681904
2022-12-27,3.8108888426567025
2022-12-28,3.8108869712407754
2022-12-29,3.81089672309572
2022-12-30,3.810890574145607
2022-12-31,3.810888805856337
2023-01-01,3.810891899237399
2023-01-02,3.8108899728771237
2023-01-03,3.810887055032974
2023-01-04,3.811465857634742
2023-01-05,3.817973702291065
2023-01-06,3.82172867702592
2023-01-07,3.8218130972698225
2023-01-08,3.8218084189993595
2023-01-09,3.8218011083116443
2023-01-10,3.8217953210974844
2023-01-11,3.8217915414124173
2023-01-12,3.821795946724867
2023-01-13,3.8218348157827653
2023-01-14,3.8230128048255443
2023-01-15,3.8237748682301573
2023-01-16,3.8237517580016296
2023-01-17,3.809478228180543
2023-01-18,3.800786233856102
2023-01-19,3.8006710935096764
2023-01-20,3.7990451710044706
2023-01-21,3.7898864320107353
2023-01-22,3.7899571915117565
2023-01-23,3.7899943500583357
2023-01-24,3.7900672028367115
2023-01-25,3.790811915356963
2023-01-26,3.7920237616578274
2023-01-27,3.793133132565713
2023-01-28,3.7931461912292153
2023-01-29,3.7932021300230714
2023-01-30,3.793207213662048
2023-01-31,3.7985357126909953
2023-02-01,3.807743752318247
2023-02-02,3.807798377165023
2023-02-03,3.8016063359999626
2023-02-04,3.7933754199830747
2023-02-05,3.7940607397385584
2023-02-06,3.7943537168289083
2023-02-07,3.7945427397927447
2023-02-08,3.7947299874102223
2023-02-09,3.7955230528513426
2023-02-10,3.795851751744168
2023-02-11,3.7964692197625025
2023-02-12,3.795969202458766
2023-02-13,3.7959727735623017
2023-02-14,3.795992093600366
2023-02-15,3.796150255702014
2023-02-16,3.796306185353182
2023-02-17,3.7979003564035403
2023-02-18,3.8000306926398073
2023-02-19,3.8002814505957563
2023-02-20,3.8004775038000127
2023-02-21,3.8010605809048865
2023-02-22,3.80117284795602
2023-02-23,3.8017774471274417
2023-02-24,3.801863276967492
2023-02-25,3.801910744483654
2023-02-26,3.8019808616558617
2023-02-27,3.801980710031683
2023-02-28,3.802047835603098
2023-03-01,3.802127913472571
2023-03-02,3.8021570187290954
2023-03-02,3.802153305039495
